"First Name","Last Name","National Geographic Titles","Residential Country","Professions","Specialities","Photography Skills","Brand Preferences","Brand Affiliation","Mini Bio","Hobbies","Charity Interests","Instagram","Website","Photography Genres"
"Erin","Schroeder","","","Veterinarian","","","","","Dr Erin Schroeder is a Nebraska transplant from a small town New York town called Westport, but claims that she was always a Midwest girl at heart.  Whether she was riding horses or saving injured wildlife, she knew at a young age that she wanted to be a veterinarian. 
She pursued her dreams full force and went on to study biochemistry at Syracuse University under a full scholarship for Division 1 basketball.","Veterinary Medicine","","","",""
"Lillygol","Sedaghat","Explorer","United States","Anthropologist; Artist; Athlete; Educator; Geographer; Humanitarian; Journalist; Photographer; Researcher; Writer","Human Geography, Cultural Anthropology, Documentary Photography, Multimedia Artist","Audio; On Camera Appearances","Cotopaxi, Fuji Film, Moleskin, National Parks, Tsujiri, Scoops Whole Foods, Gong Cha, Matcha Love, Converse, REI Co-op, To-Go Ware","No","Lillygol ?Lilly? Sedaghat is a National Geographic Explorer and Multimedia Storyteller at the intersection of culture, identity, and the environment. She is the Host and Producer of National Geographic Asia?s podcast, Expedition: Earth, co-founder of Suan Tian Stories, and Sustainability Moderator for National Geographic?s new thought leader series and plastics-focused B2B and B2C panels in Asia and the United States. 

Lilly received a Master of Science in Nature, Society, and Environmental Governance from Oxford University and a Bachelor of Arts in Political Economy from UC Berkeley. She has been featured in the National Geographic Magazine three times, including twice on the inside front cover, and holds expertise in plastics and recycling, sustainability in Asia, and the circular economy. 

In late 2022, she will pursue a National Geographic Early Career Storytelling Grant in Taiwan to create the first database of human stories around the circular economy. 

Lilly?s photojournalistic work includes documenting National Geographic?s first women-led Sea to Source Ganges River Plastics Expedition, the effects of climate change and coronavirus on Pacific coastal communities during an 800-mile bike trip, Singaporean night culture, and Taiwan's waste management system and plastics recycling as a Fulbright - National Geographic Digital Storytelling Fellow.

Lilly leads National Geographic?s thought leader series as their Sustainability Moderator, working over Zoom and in live production with:
- Procter & Gamble, World Wildlife Fund, and Conservation International to launch their Natural Climate Solutions commitments;?
- Singapore Tourism Board and National Geographic Travel to launch a ?Think Circular, Travel Better? series on sustainable travel in the Asia-Pacific region?
- Milliken & Company to discuss and discover end-of-life solutions for single-use plastics;?
- The American Beverage Association, policymakers, and major beverage stakeholders including Pepsi, Coca Cola, and Dr. Pepper to create a blueprint for a circular economy in the United States.?
- Planet Possible Day, Asia?s largest online event launching sustainably-focused stories and ?light living? campaign with a 13 million-person reach

In 2022, Lilly led, produced, and created National Geographic Asia?s first podcast series outside of the United States, Expedition: Earth. The 12-episode series features National Geographic Explorers in an audio journey to help reconnect listeners with the wonders of the world and find a way to protect them. The podcast reached over 80 million people across Southeast Asia and featured interviews with Bob Ballard,  Brian Skerry, and Zeb Hogan.

Lilly is also an experienced oral storyteller for National Geographic, adept at speaking to 1000-person audiences in large international conferences as well as 10-student classrooms over Zoom. Some of her most notable speaking engagements include:?
- D23, Disney?s annual expo, on ?Women Explorers in the Field? alongside Dr. Rae Wynn-Grant and Erica Burgman.?
- Egyptian Ministry of Education in Luxor, Egypt, where she helped launch Egypt?s new social studies curriculum for 4-6th graders with National Geographic Learning ?
- United Nations World Environment Day in Delhi, India on waste management solutions in Taiwan; and United Nations Environment Programme (UNEP) Sea of Solutions Conference in Bangkok, Thailand, where she was the first presenter to use multimedia storytelling while speaking to Ambassadors in the General Assembly ?
- The Chautauqua Institute, co-presenting on National Geographic?s Sea to Source Ganges River Plastics expedition?
- National Geographic Live! on ?The Future of Cities??
- Planet or Plastics? Launch in mainland China and Hong Kong?

In 2020, she co-founded Suan Tian stories, a multimedia storytelling platform exploring ideas about people, place, and change. Her work has been featured in the National Geographic Magazine, AP Human Geography textbook through National Geographic Education, and online on National Geographic Learning and National Geographic Society Newsroom. Lilly believes in the power of stories and people to change the world.","Breakdance / Breaking (I compete in the USA and internationally); Enjoy Taiwanese Boba Milk Tea; Explore and create images","My sister runs a non-profit called Elevate You Foundation, which assists currently and formerly incarcerated people in the re-entry process with custom resumes and job interview workshops. I donate monthly to Amnesty International, The International Rescue Committee (to assist refugees transition to American life), No Kid Hungry (an NGO that provides free, healthy school lunches to intercity students), Only One (an environmental advocacy and storytelling platform led by National Geographic Explorers Cristina Mittermeier and Paul Nicklen), and Children's International.

I also care deeply about issues regarding women's empowerment, cross-cultural communication, environmental justice and sustainability, and addressing economic inequality.","https://www.instagram.com/lillysedaghat/?hl=en","","Culture; Documentary; Environment; Portraiture; Travel"
"Robbie","Shone","Explorer & Photographer","Austria","Photographer","Cave Photography, Adventure Photography, Extreme and remote location photography.","Alpine Climbing; Caving; Location Lighting; Photogrammetry; Skiing","Nikon","3 Legged Thing, Petzl, Scurion (caving lamps)","Photographer / Explorer. Committed to creating unique images of exploration in our extreme subterranean world. A cave explorer and visual storyteller, Robbie is recognised as one of the most accomplished cave photographers in the world.","Caving, Hiking, Via Ferrata, Mountain Biking","","https://www.instagram.com/shonephoto/","http://www.shonephotography.com/","Adventure; Archaeology; Environment; Landscape; Science + Technology; Travel"
"Brian","Skerry","Explorer & Photographer","United States","Adventurer; Conservationist; Diver; Journalist; Photographer; Writer","Specialize in marine wildlife and underwater ecosystems. Photographer/Film Producer/Talent","Diving; Drone; Infrared; Location Lighting; Macro; Micro; On Camera Appearances; Studio Lighting; Video; Video: 360; Video: AR/VR","Rolex (have done some work with this company and was their 2017 Rolex National Geographic Explorer of the Year.","Nikon","Mr. Skerry has been an Ocean explorer/underwater photojournalist and film producer for more than 4 decades having spent more than 12,000 hours underwater. He has 40+ years experience working with sharks, whales and other ocean wildlife and has organized and led ocean photo projects in nearly every ocean habitat worldwide since 1986.","Photography (genre)
Kayaking
Hiking
Cycling
History/Archaeology/Paleontology","Consultant with Conservation Law Foundation (Boston)
World Wildlife Fund National Council of Advisors
Explorer In Residence - New England Aquarium","https://www.instagram.com/brianskerry/","https://brianskerry.com/","Aerial; Documentary; Environment; Landscape; Portraiture; Travel; Underwater; Wildlife"
"Michaela","Skovranova","Photographer","Australia","Artist; Diver; Journalist; Photographer","Freediver, Educational Officer ( Australian Wildlife)","Audio; Diving; Drone; Macro; On Camera Appearances; Video","Apple, Red Digital Cinema, Adobe, Lacie, G-technology, Atomos, DJI, GoPro, Manfrotto,RØDE Microphones, Mobile phone brands, PADI, Underwater equipment brands - wetsuits + dive gear, Cressi, Mares, Aqualung, Beuchat, Patagonia, Yetti, Icebreaker, Kathmandu, The North Face, Adidas, Nike,Fjällräven, Peak Design,","Currently sponsored by OM System,","Michaela Skovranova is an Australia-based artist working in the field of photography and film.

Michaela's work has focused on capturing intimate environmental and human stories - from documenting coral reefs and Great Barrier Reef restoration for National Geographic, The Great Australian Bight for Greenpeace and the aftermath of Australian Bushfires for TIME Magazine. 

She completed the first-ever Facebook underwater live video in Australia on World Ocean's Day 2018, as part of National Geographic Australia' Planet or Plastic' campaign focusing on the impact plastic has on the marine ecosystem. 

Her short films pick up the natural, ambient-lit storytelling where the images leave off with her latest short film ?End of the World? which speaks to the devastating impacts of climate change in Antarctica premiering at TEDx Sydney 2020.

She has been featured in a National Geographic documentary Protecting Paradise (2019), a global National Geographic campaign ""Uncover Antarctica"" (2020) and featured in CuriosityStream?s new original series ""Nature Through Her Eyes"" (2021).

Michaela is a National Geographic expert and an OM System Ambassador. She runs regular photography and video workshops across Australia and overseas.

Her projects involve working as a freelance photographer, filmmaker, speaker and talent. 

Michaela is also available for commercial and private commissions. 

Publications include National Geographic, TIME Magazine, The New York Times, The Guardian, 

Clients include: Instagram, Olympus, Oppo, Sydney Opera House, City of Sydney","Passionate about health, interested in neuroscience. Hobbies include observing and documenting wildlife and nature, swimming, freediving, ceramics, art, exploring the intersection of science and traditional knowledge in an environmental setting.","Environment and Conservation - WWF, Healing Foundation, Groundswell Giving, Closing the Gap","https://www.instagram.com/mishkusk/","https://www.mishku.com/","Adventure; Aerial; Culture; Documentary; Environment; Landscape; Portraiture; Science + Technology; Travel; Underwater; Wildlife"
"Celeste","Sloman","Photographer","United States","Photographer","Portrait photography, editorial portrait, any subjects involving people","Studio Lighting","Nothing in particular but I would love to collaborate with brands that align with my values and interests.

Tech: Apple
Airline: Delta
Cameras: Canon; Fuji","No","Celeste Sloman is an American photographer and director born and raised in New York City. After completing a degree in Art History at the University of St Andrews in Scotland, Celeste returned to New York to pursue photography. Celeste's work has been published nationally and internationally in publications including National Geographic, The New York Times Magazine, The New York Times, Time Magazine, NPR, Newsweek, The Wall Street Journal, The Wall Street Journal Magazine, The Washington Post, Elle Magazine, Variety, W Magazine, WWD, Bloomberg Markets, Fortune Magazine, Outside Magazine, Harvard Business Review, the Village Voice, Surface Magazine, Psychology Today, WWD, People Magazine, Der Spiegel, Zeit Magazine, Out Magazine, and more.","I love yoga, horses and horseback riding, I am an avid reader,  I love to travel , I sculpt with clay, I am very interested in wellness and nutrition, I am vegan and passionate about plant based lifestyles, I love to experience art and art history, I love hiking and being in nature, and road trips.","I would love to do charity or NGO work, but I am not currently affiliated","https://www.instagram.com/celestesloman/","http://www.celestesloman.com/","Portraiture"
"Will","Smith","","","","","","","","Willard Carroll ""Will"" Smith, Jr.  (born September 25, 1968) is an American actor, comedian, producer, rapper, and songwriter.  He has enjoyed success in television, film, and music.","","","Https://www.instagram.com/willsmith/","Https://www.willsmith.com/",""
"Jared","Soares","Photographer","United States","Photographer","","Audio; Location Lighting","I would be interested in finding a way to collaborate with Profoto.","I am a part of the Fujifilm Creators program.  https://fujifilm-x.com/en-us/creators/jared-soares/","Based in Washington, D.C., working across North America and beyond. Jared Soares uses portraiture and long-form essays often through the lens of sports and subcultures to create projects based around community and identity. When he is not making photographs, he can be found playing tennis or walking his terrier.","I am an avid tennis player.","N/A","https://www.instagram.com/jaredsoares/","http://jaredsoares.com/","Culture; Documentary; Portraiture; Still Life"
"Nichole","Sobecki","Explorer & Photographer","Kenya","Artist; Photographer; Writer","Documentary photography","Alpine Climbing; Audio; Diving; On Camera Appearances; Skiing; Studio Lighting; Video","Clothing / Accessories: Everlane, Levi?s, Doen, Reformation, Patagonia, Pangaia, Christy Dawn, Illesteva

Shoes: R.M. Williams, Scarpa, La Sportiva, Converse, Brother Vellies

Bags: Rimowa, Brady Bags, Fjallraven

Cameras: Fuji, Hasselblad

Travel: Star Alliance and OneWorld (gold member in both, esp frequent Turkish Air, Ethiopian Air, Qatar Air and British Air)

Cars: Land Rover

Other: REI, Unilever

Anything food and beverage related, with a focus on sustainable, environmentally friendly practices.","None","b. 1986, USA. Nichole Sobecki is a photographer and filmmaker based in Nairobi, Kenya. She is represented internationally by the photo agency VII.

Nichole was born in the state of New York and graduated from Tufts University with a degree in political science. She began her career in Turkey, Lebanon, and Syria, focusing on regional issues related to identity, conflict, and human rights. From 2012-2015 Nichole led Agence France-Presse?s East Africa video bureau before immersing herself in documentary photography. She is also a contributor to Everyday Africa, a collection of images shot on mobile phones across the continent, and an attempt to showcase the moments missing from dramatic news images ? everyday life that is neither idealized nor debased.

Nichole aims to create photographs and films that demand consideration for the lives of those represented ? their joys, challenges, and ultimately their humanity. Amidst our fractured present existence, she believes that a well-told story can cut through the noise, deepen empathy, and inspire a more conscious world. 

The primary focus of Nichole?s work is on humanity?s fraught, intimate, and ultimately unbreakable connection to the natural world. In 2016 Nichole began her body of work entitled Where Our Land Was, supported by The GroundTruth Project, which investigates the human consequences of significant environmental change in Somalia. She is currently exploring the vital role the Congo Basin plays in the ecological balance of our planet as a National Geographic Explorer. As climate change advances, sustained photography must illuminate the complex and multifaceted problems underway, evoke the power and beauty of the world we share, and remind us all of our collective responsibility to fix what we have broken.

In 2015 Nichole was a Rory Peck Awards News Finalist for her coverage of the Westgate mall attacks in Kenya. In 2018 she was awarded the Robert F. Kennedy Human Rights prize in new media for her images documenting Europe's response to the African migration crisis. Her work has been recognized by Pictures of the Year, the Leica Oskar Barnack Award (LOBA, the One World Media Awards, the Alexandra Boulat Award for Photojournalism, The Magenta Foundation, and The Jacob Burns Film Center, among others.

Nichole?s photography has been exhibited at The United Nations Headquarters in New York City, Fort Mason Center for Arts & Culture in San Francisco, Musée des Arts et Métiers in Paris, Photoville in Brooklyn, The Nikola Rukaj Gallery in Toronto, and beyond. She is a passionate teacher, workshop leader and speaker.","Food and cooking, reading, art, yoga, hiking, climbing, coffee","Conservation and climate justice, no particular affiliations","https://www.instagram.com/nicholesobecki","https://www.nicholesobecki.com","Adventure; Archaeology; Conceptual; Culture; Documentary; Environment; Landscape; Portraiture; Science + Technology; Still Life; Travel; Underwater; Wildlife"
"Eric","Stackpole","","","","","","","","Eric believes that he was born with an acute awareness of how things work...or how they don?t work. He has always had an affinity for the unknown, or, as he calls it, ?the dark hallway.? That fascination is why he went into a career that allows him to see beyond one?s periphery. Eric was building robots and ham radios, and learning morse code before he could vote. After earning his Masters in mechanical engineering, and gaining traction for his work building satellites, Eric was soon working for NASA. Fast forward ten years, and Eric founded his own company with a partner to push the limits of robotics and drone technology. He also served as lead engineer and ROV pilot on a three-month Antarctic exploration. Eric is no stranger to working in some of the smallest quarters with huge personalities. In fact, Eric thrives in those environments especially.","","","https://www.instagram.com/eerrp","",""
"John","Stanmeyer","Explorer & Photographer","United States","Activist; Artist; Conservationist; Humanitarian; Photographer; Writer","John Stanmeyer is an award-winning photojournalist, Emmy nominated filmmaker and educator, dedicated to social, humanitarian and political issues that define our times. He is the recipient of numerous honours, including the prestigious Robert Capa award, POYi Magazine Photographer of the Year and the World Press Photo of the Year in 2014. John lives with his dog, Elfriede the Great Dane, in the southern Berkshires of western Massachusetts.","Audio; On Camera Appearances; Time Exposure; Video; Video: 360","Apple, Canon","Apple, Canon","John Stanmeyer is an American-born photographer and Emmy nominated filmmaker who specializes in distilling complex issues that define our times, presenting them in poetic and understandable narratives. 

John was on contract with Time magazine for over ten years, producing eighteen covers.  Over the last nearly two decades, he has produced over eighteen stories since 2004, working for National Geographic Magazine.","Writing, painting, drawing, music, ethnomusicology, wood working","MSF, UNICEF","https://www.instagram.com/johnstanmeyer","https://www.stanmeyer.com","Adventure; Archaeology; Conceptual; Culture; Documentary; Environment; Landscape; Portraiture; Science + Technology; Still Life; Travel"
"Babak","Tafreshi","Photographer","United States","Educator; Journalist; Photographer","Photographer & cinematographer: night sky 
Journalist/writer: Science, mainly astronomy and space 
Educator: astronomy, astrophotography","Infrared; Micro; On Camera Appearances; Time Exposure; Video; Video: 360; Video: AR/VR","none","none","Night sky photographer and cinematographer, science communicator, National Geographic explorer, merging art and science through visual stories. Since 1990s he has photographed breathtaking scenes of the night sky in all continents, an effort to reveal the wonders of science to public, to preserve the natural night environment, and connect cultures through common interest to the night sky. He created The World at Night program (TWAN) in 2007 and has been directing the team of currently 40 people in over 20 countries. Born in 1978 in Tehran, Babak is an Iranian-American based in Boston.","hiking, biking, stargazing","UN World Food Program, International Dark Sky Association (IDA)","https://www.instagram.com/babaktafreshi/","https://www.babaktafreshi.com","Documentary; Environment; Landscape; Science + Technology; Travel"
"Ian","Teh","Photographer","Malaysia","Photographer","Documentary / Photojournalism; Panoramic Landscapes","Drone","Canon, Fuji, Ricoh, Leica
Patagonia
Peak Design (camera bags & general gear)
Wise (currency exchange / online money transfer)
Scarpa (climbing shoes)","No","Ian Teh has published three monographs, Undercurrents (2008), Traces (2011) and Confluence (2014). His work is part of the permanent collection at the Los Angeles County Museum of Art (LACMA), The Museum of Fine Arts, Houston (MFAH) and the Hood Museum in the USA. Selected solo shows include the Jack Shainman Gallery in New York in 2004, Flowers in London in 2011 and the Kunsthal Museum in Rotterdam in 2012.

Teh has received several honours, in 2018 he was awarded a travel grant from the Pulitzer Centre for Crisis Reporting and presented his work on climate change at the prestigious 2018 National Geographic Photography Seminar. He is also the recipient of the International Photoreporter Grant 2016 the Abigail Cohen Fellowship in Documentary Photography 2014 and the Emergency Fund 2011 from the Magnum Foundation. In 2013, he was elected by the Open Society Foundations to exhibit in New York at the Moving Walls Exhibition. In 2015, during the COP21 Paris climate talks, large poster images of his work were displayed on the streets of Paris as a collaborative initiative by #Dysturb and Magnum Foundation. He is a co-exhibitor in Coal + Ice, an environmental group show of acclaimed photographers and curated by Susan Meiselas. It was exhibited at the Official Residence of the US Ambassador to France during COP21.

Teh?s work has been published internationally in magazines such as National Geographic, The New Yorker, Bloomberg Businessweek and Granta. Since 2013, he has exhibited as well as conducted masterclasses at Obscura Festival of Photography, Malaysia?s foremost photo festival. He is a tutor at Cambodia's Angkor Photo Festival since 2014. Teh is a member of the British agency, Panos Pictures.","Rock climbing, Fitness enthusiast (calisthenics)","World Land Trust","https://www.instagram.com/iantehphotography/?hl=en","https://www.ianteh.com/","Aerial; Culture; Documentary; Environment; Landscape; Portraiture; Travel"
"Tomas","van Houtryve","Photographer","France","Geographer; Historian; Journalist; Photographer; Writer","History of Photography","Alpine Climbing; Alternative Processing (Tin Type or Cyanotype or etc); Drone; Infrared; Location Lighting; On Camera Appearances; Photogrammetry; Rock Climbing; Skiing; Studio Lighting; Time Exposure; Video; Video: 360; Video: AR/VR","BMW, Leica, REI,","sponsored by Leica camera","Tomas van Houtryve is a conceptual artist, photographer and author whose major works interweave investigative journalism, philosophy and metaphor. Van Houtryve makes images using a wide range of processes, ranging from 19th century wet plate collodion to thermal imaging and Augmented Reality. His projects challenge our notions of identity, memory and power, often by highlighting the slippage of wartime structures into everyday life.

Van Houtryve?s most recent monograph, Lines + Lineage, was published by Radius Books in 2019. The work takes aim at America?s collective amnesia of history, addressing the missing photographic record of the period when Mexico ruled what we now know as the American West. His first monograph, Behind the Curtains of 21st Century Communism, was published in 2012. The seven-year photographic project documents life in the last countries where the Communist Party remains in power: North Korea, Cuba, China, Nepal, Vietnam, and Laos.","father, climbing, skiing, mountain biking, bicycle touring, road biking, trekking","global warming, anti-racism, nature conservation","https://www.instagram.com/tomasvh","Https://tomasvh.com","Adventure; Aerial; Archaeology; Architecture; Conceptual; Culture; Documentary; Environment; Landscape; Portraiture; Science + Technology; Travel"
"Mariana","van Zeller","","","Host","","","","","Mariana van Zeller is an award-winning correspondent and investigative journalist. Her 2016 Fusion investigation ?Death by Fentanyl,? which tracked the pharmaceutical and clandestine sources of the deadly opioid was recently honored with a DuPont Award.  For her report ?Rape on the Reservation,? which examined the increased incidence of rape and sexual violence on American Indian reservations, she received the prestigious Livingston Award for Young Journalists.  And her documentary on prescription drug abuse and pill trafficking, ?The OxyContin Express,? was honored with a Peabody Award, a Television Academy Honor and an Emmy nomination.

In 2011, Mariana began her coverage of the drug war in Mexico and for years, attempted to interview drug lord Joaquin ?El Chapo? Guzman, only to be scooped by Sean Penn.  As a consolation, Penn reported that he and Guzman discussed Mariana?s 2015 documentary, ?Chasing El Chapo.?  Mariana hosted Travel Channel?s Breaking Borders, where she journeyed to conflict zones around the world with acclaimed chef Michael Voltaggio. She currently contributes to National Geographic Explorer, Fusion, and ESPN.  Mariana began her journalism career in her native Portugal. She?s fluent in Portuguese, English, Spanish, Italian and French.","Adventure/Outdoor; Human Spirit (genre); WEBFORM - Round 1","","Https://www.instagram.com/marianavz","Https://www.marianavanzeller.com/",""
"Anand","Varma","Explorer & Photographer","United States","Photographer","Science photography, timelapse, high speed video, studio photography, macro, immersive exhibits","Infrared; Macro; Micro; On Camera Appearances; Studio Lighting; Time Exposure; Video","Apple, RED camera, Toyota, Panasonic (projectors), Arri, Zeiss, Leica (microscopes), Canon, Samsung (LED screens)","no","In Anand Varma?s hands, a camera is not just a tool to capture what he sees?it?s a way to illuminate the layers of beauty and complexity that are otherwise hidden from our naked eye. Armed with a degree in integrative biology, he has devoted years of his life to developing innovative techniques?even building some of his own equipment?to create intimate, dramatic and surprising images of nature. His ultimate goal: to spark a sense of wonder about our world.

Through his work, Anand highlights creatures whose incredible details typically go unseen and discovers new stories behind the science along the way. From the secret life cycle of the honeybee to the lightning-fast behaviors of hummingbirds, his images slow down the fast, speed up the slow and magnify the miniature to reveal life at the edge of our perception. He is a National Geographic Explorer and award-winning photographer based in Berkeley, CA.","Gardening, cooking, white water rafting, canoeing, mountain biking, archery, rock climbing","","https://www.instagram.com/anandavarma/","https://www.varmaphoto.com/","Science + Technology; Wildlife"
"Chai","Vasarhelyi","Explorer","","","","","","","Chai Vasarhelyi is an award-winning director and producer. She is currently directing Free Solo, a documentary feature for National Geographic with co-director, Jimmy Chin. Her first film, A Normal Life, won Best Documentary at the Tribeca Film Festival in 2003. Her second film, Youssou N?Dour: I Bring What I Love, was released in theaters in the U.S. and internationally. The film premiered at the Telluride and Toronto Film Festivals and won numerous awards including the Special Jury Prize at the Middle East International Film Festival in 2008 and a nomination for the Pare Lorentz Award at the 2009 International Documentary Association Awards. Touba, a visceral documentary experience that takes the viewer through each step of the annual Mouride pilgrimage, the Grand Magaal in Touba, Senegal, premiered at SXSW 2013 where it won the Special Jury Prize for Best Cinematography. She returned to Senegal in 2012 to document the heated Presidential elections. 

Incorruptible (formerly An African Spring), the intense and unflinching story of Senegalese democracy won the Independent Spirit Truer Than Fiction Award in 2015. Vasarhelyi has directed a New York Times Op Doc, an episode for Netflix?s new non-fiction design series ABSTRACT, and two episodes for ESPN?s non-fiction series Future of Sports. She has participated in the Good Pitch and received grants from the Sundance Institute, the Ford Foundation, the Rockefeller Brothers Fund, Bertha Britdoc, the William and Mary Greve Foundation and the National Endowment of the Arts. She was selected as a 2013 Sundance Documentary Film Fellow, named one of Filmmaker Magazine?s ?25 New Faces of Independent Film? in 2005 and received an Achievement Award from Creative Visions foundation in 2008. She is a member of the DGA as well as AMPAS. She has been featured in numerous publications including, The New Yorker, The Wall Street Journal, Vogue and New York Magazine. She holds a B.A. from Princeton University in Comparative Literature.","","","https://www.instagram.com/chaivasarhelyi","https://www.littlemonsterfilms.com/",""
"Rosa","Vásquez Espinoza","Explorer","United States","Activist; Adventurer; Artist; Biologist; Conservationist; Educator; Photographer; Researcher","Adventurer: love rock climbing, participating in Spartan races, any outdoor activities
Artist: I am a professional cultural dancer (choreographer, performer and instructor) and have mentored students for competitions and shows, as well as organized dance shows in the USA and Perú.
Activist: I am passionate about supporting recycling initiatives
Photographer: I'm getting more into micro-photography (using a microscope) and plan on exploring this further","Micro","- It'd be great to work with a sports brand especially for outfits that are ideal for female explorers/trekkers
- It'd also be great to work with microscope companies, especially those developing field microscopes 
- Any artistic brand that highlights culture of a place/country 
- Brands that care for animals and their protection
- Brands that are looking to decrease their environmental footprint with recycling","No","Rosa Vasquez is a Peruvian chemical biologist and microbial natural products researcher, educator, conservationist and award-winning artist. Vasquez holds a double degree in Biochemistry and Molecular Biology and is currently completing her Ph.D. in Chemical Biology at the University of Michigan focusing on engineering microbial-derived antibiotics and enzymes to expand our chemical toolbox for the generation of new, architecturally complex, biologically-relevant molecules. Creativity comes in multiple forms and Vasquez finds inspiration in nature as well as in the arts including design, music, writing and dance. Introduced to dance at the age of 4, she blends cultural and modern dances creating innovative fusions which have taken her to perform and teach in multiple countries.

Through her current NGS grant, Vasquez created MicroAmazon, a multidisciplinary project that explores the unknown microscopic universe of extreme natural environments in the Peruvian Amazon. Combining rigorous scientific research and solid conclusions with captivating, thought-provoking media, MicroAmazon aims to expand the Earth?s microbial biodiversity by discovering undocumented species, investigating their potential to produce new chemistry (including life-saving antibiotics and cancer-fighting drugs), and providing insightful details about the evolution of Amazonian life. MicroAmazon's mission also includes communicating the importance and urgency of biodiversity conservation of these fragile and biologically rich areas for a more sustainable future.","- Love dancing (folklore, latin, jazz) and choreographing
- Trying new foods and wines/beer to understand cultures better
- Discovering new nature paths 
- Running and bicycling
- Rock climbing 
- Painting (water colors)
- Writing poems/philosophy (have a collection of 500+ written pieces)
- Manual work to remodel homes (have been renewing my basement)
- Gardening and growing vegetables
- Volunteering at the animal shelter

Adventure/Outdoor; Love of Planet; WEBFORM - Round 1","I have my own NGO in Perú (Institute of Natural Medicine and Food) and have previously run pilot campaigns to provide free educational workshops on preventative medicine and healthy eating in Peruvian communities at high-risk.","https://www.instagram.com/rosavespinoza/channel/","https://www.rosavespinoza.com","Adventure; Science + Technology"
"Danielle","Villasana","Explorer & Photographer","United States","Journalist; Photographer","Photojournalist working on long-term documentary projects centered on health, gender, migration, and identity with a focus on Latin America.","Audio; Video","","","Danielle Villasana is an independent photojournalist based in Istanbul whose documentary work focuses on human rights, gender, displacement, and health worldwide. Danielle is the 2022 Alexia Grant Professional Winner and is also a National Geographic Explorer, Magnum Foundation awardee, a Women Photograph grantee, an International Women's Media Foundation fellow, and an alumna of the Eddie Adams Workshop. Her work has been included in solo and group exhibits and has been published in National Geographic, The New York Times, and the Washington Post, among others. She is a member of Women Photograph and Ayün Fotógrafas, a collective of women photographers united by Latin America that is in partnership with NOOR. Her first photo book, ""A Light Inside,"" which chronicles the issues transgender women face in Peru, was published in 2018 by FotoEvidence and used as an educational tool, distributed free-of-charge to universities and health care centers in Lima.
Danielle strongly believes in the power of photography paired with education and community development. In 2019 she co-founded We, Women, a platform exploring crucial issues across the U.S. through photo-based community engagement projects by women and gender nonconforming artists. In 2016, she joined The Everyday Project's Community Team where she helps conceive and work on various initiatives, such as Re-Picture, a mentorship program, and a storytelling workshop in collaboration with IFRC for people from refugee communities. She?s also led group photography projects, such as National Geographic?s ?Women on the Move,? and a collaboration with NPR documenting COVID-19 around the world. In 2018, she joined the Authority Collective as a board member. And, from 2014 to 2018, in partnership with the U.S. Embassy in Peru, she created and led Fotos por el Cambio, a photography workshop to empower communities and emerging photographers. Ultimately, Danielle strives to live and work by the advice of her mentor Donna De Cesare: ?You are a human being first and a journalist second.? Danielle is one of the co-authors of the Photo Bill of Rights.","Photography is my life! But, I'm engaged in many social impact, photo-based projects that I spend a lot of dedication to outside my assignment work.","I'm on the Community Team of The Everyday Projects, which is a non-profit organization.","https://www.instagram.com/davillasana/","https://www.daniellevillasana.com/","Culture; Documentary; Portraiture; Travel"
"Ami","Vitale","Explorer & Photographer","United States","Activist; Adventurer; Artist; Conservationist; Educator; Humanitarian; Influencer; Journalist; Photographer; Writer","Speaker, filmmaker, writer and photographer","Drone; On Camera Appearances; Video; Video: 360","Adobe, Microsoft, google, Rolex, Patagonia, Suburu, travel brands, Tiffanys and their elephant initiatives.","Nikon, Canson, Apple,","Nikon ambassador and National Geographic Magazine photographer, writer and filmmaker Ami Vitale has traveled to more than 100 countries, bearing witness not only to violence and conflict, but also to surreal beauty and the enduring power of the human spirit. Throughout the years, Ami has lived in mud huts and war zones, contracted malaria, and donned a panda suit? keeping true to her belief in the importance of ?living the story.?  In 2009, after shooting a powerful story on the transport and release of one the world?s last northern white rhinos, Ami shifted her focus to today?s most compelling wildlife and environmental stories.  Instyle Magazine named Ami one of fifty Badass Women, a series celebrating women who show up, speak up and get things done.  She has been named Magazine photographer of the year in the International Photographer of the Year prize, received the Daniel Pearl Award for Outstanding Reporting and named Magazine Photographer of the Year by the National Press Photographers Association, among others. She is a six-time recipient of World Press Photos, including 1st Prize for her 2018 National Geographic magazine story about a community in Kenya protecting elephants.  She is the 2022 recipient of the prestigious Missouri Honor Medal for Distinguished Service and the Lucie Awards honored her with their 2022 Humanitarian award.   She also published a best-selling book, Panda Love, on the secret lives of pandas.  
Ami is also the founder and Executive Director of the non-profit Vital Impacts which uses art to empower and engage youth through the arts to become activists and influence their peers in the world. She lectures around the world for the National Geographic LIVE series, and will be featured on the National Geographic Channel Explorer tv series in 2023.   She lectures for the National Geographic LIVE series, and she frequently gives workshops throughout the world.","Photography (genre), Filmmaking, Horse riding, Biking, Climbing","Conservation International, TNC, African Parks, Ol Pejeta Conservancy, Namunyak Conservancy, Reteti elephant sanctuary","http://www.instagram.com/amivitale","https://www.amivitale.com","Adventure; Culture; Documentary; Environment; Travel; Wildlife"
